imageID; Input.timeAlloted; Input.reward; Input.hitsAvailable; Answer.Q_ABILITY; Answer.Q_COMPLEX; Answer.Q_DIFFICULT; Answer.Q_FREQUENCY; Answer.Q_Intresting; Answer.Q_OverallEffort; Answer.Q_PAYMENT; Answer.Q_TAKE; Answer.vreward; AMOT; ENJ; EXT; IDEN; INTRO; RAI; threshold; windows greater than threshold; largest connected window (no. of windows); The average size of connected regions; histogram_0; histogram_1; histogram_2; histogram_3; histogram_4; histogram_5; histogram_6; histogram_7; histogram_8; histogram_9; histogram_10; densities_0; densities_1; densities_2; densities_3; densities_4; densities_5; densities_6; densities_7; a.count; a.innerHref(#); bonus; button; characters; div; fileSize; header.h1; header.h2; header.h3; header.h4; header.h5; img.count; img.over100px; img.under100px; input.count; input.required; input.type.button; input.type.checkbox; input.type.color; input.type.date; input.type.datetime; input.type.datetime-local; input.type.email; input.type.file; input.type.hidden; input.type.image; input.type.month; input.type.number; input.type.password; input.type.radio; input.type.range; input.type.reset; input.type.search; input.type.submit; input.type.tel; input.type.text; input.type.text.readonly; input.type.time; input.type.url; input.type.week; p; selection; span; textarea.count; video; z_sum_inputs; Sentences; Subclauses; Words; AvgWordLength; numUniqueStems; avgUniqueStems
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 0.0; 0.0; 20.0; 18.0; 14.0; 0.05; 20.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 6.0; 5.0; 6.0; 9.0; 71.0; 0.15; 4.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 7.0; 6.0; 5.0; 7.0; 57.0; 0.1; 5.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 18.0; 18.0; 0.0; 2.0; 56.0; 0.05; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 10.0; 4.0; 7.0; 10.0; 26.0; 0.02; 10.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 0; 18.0; 20.0; 0.0; 0.0; 126.0; 0.9; 0.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 9.0; 10.0; 13.0; 12.0; 59.0; 1.5; 4.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 5.0; 4.0; 4.0; 8.0; 32.0; 0.12; 7.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 2.0; 2.0; 0.0; 5.0; 21.0; 0.05; 1.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO; 120.0; 0.05; 9515.0; 1; 6.0; 10.0; 16.0; 16.0; 38.0; 0.1; 18.0; 0.05; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0488; 2.0; 2.0; 2.0; 4.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1091; 0.0; 0.0772; 0.0207; 0.0; 0.0062; 0.0; 0.0307; 1.0; 0.0; 0.0; 0.0; 1678.0; 11.0; 5957.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 2.0; 0.0; 5.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; 0.0; 15.0; 0.0; 3.0; 0.0; 0.0; 2.0; 19.0; 14.0; 227.0; 4.51864406779661; 2.0; 0.00881057268722467
3568B45QGKRG3Y1LZDHA1JA6BSCO3E; 18000.0; 3.0; 1.0; 0; 5.0; 4.0; 2.0; 20.0; 41.0; 2.0; 20.0; 3.0; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0837; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1834; 0.0; 0.0067; 0.0611; 0.0; 0.0; 0.0; 0.0; 10.0; 0.0; 0.0; 10.0; 9078.0; 553.0; 62111.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 155.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 31.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 24.0; 0.0; 10.0; 10.0; 30.0; 42.0; 137.0; 5.0; 407.0; 2.3503097040605643; 6.0; 0.014742014742014743
3568B45QGKRG3Y1LZDHA1JA6BSCO3E; 18000.0; 3.0; 1.0; 1; 12.0; 12.0; 1.0; 10.0; 72.0; 3.0; 3.0; 3.0; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0837; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1834; 0.0; 0.0067; 0.0611; 0.0; 0.0; 0.0; 0.0; 10.0; 0.0; 0.0; 10.0; 9078.0; 553.0; 62111.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 155.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 31.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 24.0; 0.0; 10.0; 10.0; 30.0; 42.0; 137.0; 5.0; 407.0; 2.3503097040605643; 6.0; 0.014742014742014743
3568B45QGKRG3Y1LZDHA1JA6BSCO3E; 18000.0; 3.0; 1.0; 1; 0.0; 0.0; 0.0; 16.0; 29.0; 3.0; 19.0; 3.0; 1.0; 4.75; 7.0; 6.0; 1.0; 0.5; 0.0837; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1834; 0.0; 0.0067; 0.0611; 0.0; 0.0; 0.0; 0.0; 10.0; 0.0; 0.0; 10.0; 9078.0; 553.0; 62111.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 155.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 31.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 24.0; 0.0; 10.0; 10.0; 30.0; 42.0; 137.0; 5.0; 407.0; 2.3503097040605643; 6.0; 0.014742014742014743
3568B45QGKRG3Y1LZDHA1JA6BSCO3E; 18000.0; 3.0; 1.0; 1; 4.0; 2.0; 12.0; 16.0; 71.0; 3.0; 18.0; 3.0; 1.0; 5.25; 5.5; 4.75; 1.0; 3.25; 0.0837; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.1834; 0.0; 0.0067; 0.0611; 0.0; 0.0; 0.0; 0.0; 10.0; 0.0; 0.0; 10.0; 9078.0; 553.0; 62111.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 155.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 31.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 24.0; 0.0; 10.0; 10.0; 30.0; 42.0; 137.0; 5.0; 407.0; 2.3503097040605643; 6.0; 0.014742014742014743
