imageID,WorkerId,Answer.Q_OverallEffort,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_Intresting,Answer.Q_TAKE,Answer.Q_FREQUENCY,OverallEffort_mean,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A3GKXKMOZB0YMN,27.0,0.0,1.0,0.0,0.0,0.0,23.0,0.7013,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1360.0,7.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,23.0,9.0,167.0,4.36693548387,4.0,0.0239520958084
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A88QVXE9H03O8,19.0,2.0,4.0,4.0,9.0,10.0,23.0,0.7013,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1360.0,7.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,23.0,9.0,167.0,4.36693548387,4.0,0.0239520958084
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A1XJ9VFOJ4LP2X,14.0,0.0,0.0,1.0,10.0,7.0,23.0,0.7013,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1360.0,7.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,23.0,9.0,167.0,4.36693548387,4.0,0.0239520958084
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,ASN25PIODXIPJ,26.0,2.0,2.0,18.0,18.0,18.0,23.0,0.7013,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1360.0,7.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,23.0,9.0,167.0,4.36693548387,4.0,0.0239520958084
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A2WCV7ULUPKVNQ,29.0,1.0,2.0,0.0,1.0,1.0,23.0,0.7013,5.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,0.0,0.0,0.0,1360.0,7.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,23.0,9.0,167.0,4.36693548387,4.0,0.0239520958084
3MXFP9RGE565H89AY0KXMF94YTQB2U,A1Y50NM443ITPK,84.0,13.0,6.0,8.0,5.0,2.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3MXFP9RGE565H89AY0KXMF94YTQB2U,A28EL15HGXUJ5X,98.0,10.0,12.0,11.0,14.0,14.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3MXFP9RGE565H89AY0KXMF94YTQB2U,A19LVWX8ZLO6CS,46.0,4.0,5.0,10.0,20.0,18.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3MXFP9RGE565H89AY0KXMF94YTQB2U,A1F3IJU2HXZ0PQ,30.0,0.0,4.0,0.0,10.0,4.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3MXFP9RGE565H89AY0KXMF94YTQB2U,A1M3VJEHKWDP8I,71.0,6.0,8.0,1.0,14.0,0.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3MXFP9RGE565H89AY0KXMF94YTQB2U,A3QNMUHAFAJRQO,37.0,4.0,8.0,2.0,1.0,0.0,61.0,0.7185,51.0,5.0,12.75,3.0,2.0,11.0,2.0,9.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.0,0.0,597.0,16.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,8.0,5.0,74.0,3.76984126984,2.0,0.027027027027
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,A2ZATH9519RF58,3.0,0.0,0.0,20.0,20.0,20.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,AGP3BS5J1HRJQ,2.0,0.0,1.0,15.0,20.0,16.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,A3OLRWACCCCUTU,2.0,0.0,0.0,2.0,20.0,14.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,A2RG7VZAKGDEXI,2.0,0.0,0.0,5.0,3.0,11.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,A3PYEW6693PCHT,1.0,0.0,0.0,0.0,20.0,20.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3VPHDNYYW05RMXRPFB37FMZTE8FOX6,A03922113RU44GENR8ATX,4.0,0.0,0.0,8.0,6.0,7.0,2.33,0.2194,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6864,1.0,0.0,0.0,0.0,965.0,10.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,131.0,4.72619047619,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A2ZATH9519RF58,20.0,0.0,0.0,17.0,18.0,18.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A3ET9X8TXMGXDI,59.0,4.0,10.0,10.0,4.0,4.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A1F3IJU2HXZ0PQ,41.0,12.0,13.0,0.0,1.0,6.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A28S6TTII9JDNI,65.0,4.0,10.0,10.0,10.0,10.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A374STD2W8N1U8,113.0,18.0,18.0,0.0,2.0,2.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A1U0GNE5ELW5V7,42.0,2.0,2.0,14.0,20.0,8.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,AFIFVNL3CREJN,42.0,7.0,9.0,8.0,8.0,8.0,54.57,0.1939,52.0,5.0,13.0,40.0,29.0,23.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616,0.28,0.5084,1.0,0.0,0.0,0.0,5148.0,59.0,24248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,4.0,0.0,15.0,35.0,6.0,308.0,5.073089701,0.0,0.0
