HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,AMOT1,AMOT2,ENJO1,ENJO2R,ENJO3,ENJO4,EXTR1,EXTR2,IDEN1,IDEN2,IDEN3,IDEN4,INTRO1,INTRO2,INTRO3,INTRO4,QC1,QC2,Quiz,Z_CLKStream,Z_Time_AMOT1,Z_Time_AMOT2,Z_Time_ENJO1,Z_Time_ENJO2R,Z_Time_ENJO3,Z_Time_ENJO4,Z_Time_EXTR1,Z_Time_EXTR2,Z_Time_IDEM4,Z_Time_IDEN1,Z_Time_IDEN2,Z_Time_IDEN3,Z_Time_INTRO1,Z_Time_INTRO2,Z_Time_INTRO3,Z_Time_INTRO4,Z_Time_QC1,Z_Time_QC2,Z_tabswitched,Z_tabswitched_Time,_BirthYear,_CMP1,_CMP10,_CMP11,_CMP12,_CMP13,_CMP14,_CMP15,_CMP2,_CMP3,_CMP4,_CMP4R,_CMP5,_CMP6,_CMP6R,_CMP7,_CMP8,_CMP9,_Gender,_HHSize,_HIT_Per_WEEK,_HIT_class,_MoneyUsage,_TimeInCS,AMOT,ENJ,EXT,IDEN,INTRO,RAI
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,39OWYR0EPKRHV1A2QPGALDKWNT7FYY,A1XJ9VFOJ4LP2X,Approved,Wed Dec 14 12:16:08 PST 2016,Wed Dec 14 12:19:49 PST 2016,Fri Dec 16 12:19:49 PST 2016,2016-12-16 20:20:39 UTC,,,221,100% (31/31),100% (31/31),0% (0/0),1,1,7,1,7,5,6,7,5,6,5,3,1,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;ENJO3;QC1;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,1.725,5.688,3.741,17.461,5.545,2.32,1.573,2.693,0,4.185,6.293,2.068,0.838,1.805,6.001,2.219,1.653,11.79,1,{},1990,PR,PR,PR,EF,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Female,2,800,IF|VV|IA|CC|SV|CA,2,3,1,6.5,6.5,4.75,1,3.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,39U1BHVTDLRQY3VFWOS9CN3K50Q3TS,A1L8EDNM7HZZAX,Approved,Wed Dec 14 09:20:39 PST 2016,Wed Dec 14 09:23:48 PST 2016,Fri Dec 16 09:23:48 PST 2016,2016-12-16 17:24:39 UTC,,,189,100% (11/11),100% (11/11),0% (0/0),1,3,4,3,4,4,7,7,7,5,6,6,5,1,4,4,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;ENJO1;INTRO4;AMOT1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;INTRO1;,3.379;1.154,3.298,4.796,13.77,4.027,5.474,1.847,2.543,0,9.72,4.351,5.057,2.645;0.909,3.123,1.227,0.581,3.314,6.747,3,;0.936,1989,PR,PR,PR,EF,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,TD,EF,Male,2,500,IF|VV|IA|CC|SV|CA,1,4,2,4.25,7,6,3.5,-3
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3A1PQ49WVHH4JRQ59QX1ABLZWMH1HO,A1JV64BL3WCK0G,Approved,Wed Dec 14 09:19:07 PST 2016,Wed Dec 14 09:27:24 PST 2016,Fri Dec 16 09:27:24 PST 2016,2016-12-16 17:27:39 UTC,,,497,100% (9/9),100% (9/9),0% (0/0),2,2,6,3,5,6,7,7,6,7,6,7,2,2,3,4,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;ENJO3;EXTR2;ENJO4;INTRO3;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,4.68;0.824,4.032,5.774,112.435,28.57;3.45,4.39,2.876,1.266,0,5.09,3.356,4.735,6.404,3.768,4.6;1.149,4.234,3.1,5.06,3,;9.095,1978,EF,MD,PR,MD,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Female,7,3000,IF|VV|IA|CC|SV|CA,1,5,2,5.5,7,6.5,2.75,0.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3A4NIXBJ76Z31CVKTXVXMV29BEPMLS,A3P9OTCAYB6E9V,Approved,Wed Dec 14 09:33:06 PST 2016,Wed Dec 14 09:38:32 PST 2016,Fri Dec 16 09:38:32 PST 2016,2016-12-16 17:38:39 UTC,,,326,100% (8/8),100% (8/8),100% (7/7),2,1,5,3,5,5,7,7,4,6,5,3,3,2,1,1,1,7,TRUE,IDEN4;IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;ENJO1;AMOT1;INTRO2;QC2;IDEN1;IDEN1;EXTR1;AMOT2;INTRO1;INTRO1;,2.567,3.247,1.535;1.313,18.829,3.056,2.504,2.241,3.584,0,6.568;2.448,2.64,35.968,6.152;1.88,2.336,4.167,3.104,16.144,4.4,1,{},1990,EF,PR,PR,EF,MD,EF,MD,TD,TD,FR,FR,PR,TD,TD,PR,MD,EF,Female,4,500,IF|VV|IA|SV|CA,2,3,1.5,5,7,4.5,1.75,-1.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3ATPCQ38J8AMZATUF9UI7C95QC0AYK,A1YPKT2UPUQ464,Approved,Wed Dec 14 09:19:56 PST 2016,Wed Dec 14 09:27:51 PST 2016,Fri Dec 16 09:27:51 PST 2016,2016-12-16 17:28:39 UTC,,,475,100% (1/1),100% (1/1),0% (0/0),1,1,7,1,5,7,5,6,1,6,7,6,1,1,1,1,1,7,TRUE,ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;ENJO1;INTRO4;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;IDEN4;,5.664,3.792,4.481,17.498,5.632,3.536,4.087,3.248,0,9.104,6.087,4.104,4.873,3.096,4.599,1.407,5.072,22.456,7,;13.846;10.952;0.772,1956,PR,MD,TD,MD,MD,EF,FR,FR,TD,FR,FR,PR,TD,TD,PR,TD,FR,Female,2,100,CC|SV,2,3,1,6.5,5.5,5,1,6
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3AUQQEL7U5T9U307IWA5B7TYZAB0V1,AVOF14300525D,Approved,Wed Dec 14 12:04:45 PST 2016,Wed Dec 14 12:11:42 PST 2016,Fri Dec 16 12:11:42 PST 2016,2016-12-16 20:12:39 UTC,,,417,100% (1/1),100% (1/1),0% (0/0),2,2,7,2,6,6,5,7,5,6,6,5,6,6,5,6,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,4.047,4.708,5.893,39.96,5.389,5.373,1.592,2.563,0,2.897,3.024,5.464,2.291,2.557,5.866,2.473,3.75,17.415,5,;2.335;41.352,1960,PR,PR,PR,EF,MD,EF,MD,TD,EF,FR,PD,PR,TD,PD,PR,MD,EF,Female,0,200,IA|SV|CA,1,3,2,6.25,6,5.5,5.75,0.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3B837J3LDOWH2532IEOFKGAE93ASRU,A3DS5B06ZCD3E3,Approved,Wed Dec 14 20:32:42 PST 2016,Wed Dec 14 20:37:33 PST 2016,Fri Dec 16 20:37:33 PST 2016,Fri Dec 16 12:48:04 PST 2016,,,291,100% (1/1),100% (1/1),0% (0/0),1,1,5,1,5,5,7,7,6,7,7,5,4,2,5,6,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,2.895,2.44,1.624,8.499,2.321,3.526,1.911,1.545,0,3.464,3.807,2.056,2.792,1.945,2.856,2.24,2.328,8.088,1,{},1975,PR,MD,PR,EF,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Male,2,700,VV|IA|SV,1,5,1,5.5,7,6.25,4.25,-1
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3BXQMRHWKZY6K2IE2BNYDIYSO5LMUP,A3JRTXSXU2IJEJ,Approved,Wed Dec 14 09:41:48 PST 2016,Wed Dec 14 09:47:49 PST 2016,Fri Dec 16 09:47:49 PST 2016,2016-12-16 17:48:39 UTC,,,361,100% (1/1),100% (1/1),0% (0/0),1,1,4,1,5,5,6,7,5,7,6,6,4,4,1,4,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;QC2;IDEN1;AMOT2;INTRO1;INTRO2;EXTR1;,2.12,5.592,2.816,22.746,6.664,4.943,9.112,3.2,0,4.887,3.639,3.031,7.848,253.576,4.377,9.128,3.776,8.64,3,;52.48,1985,PR,PR,PR,EF,MD,EF,MD,TD,TD,PD,PD,PR,TD,TD,PR,MD,EF,Male,2,1500,VV|IA|SV,1,4,1,5.25,6.5,6,3.25,0.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3C44YUNSI1PQO3458WP1KMOZ8LSPDS,AVUJVFNHEQTP6,Approved,Thu Dec 15 06:38:26 PST 2016,Thu Dec 15 06:41:21 PST 2016,Sat Dec 17 06:41:21 PST 2016,Fri Dec 16 12:48:02 PST 2016,,,175,100% (1/1),100% (1/1),0% (0/0),3,3,3,3,4,4,5,7,3,6,5,5,1,1,1,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;QC2;IDEN1;EXTR1;AMOT2;INTRO1;INTRO2;,3.008,1.791,1.503,16.934,1.674,1.569,1.217,1.686,0,3.151,8.823,2.919,1.313,101.488,2.288,7.121,1.688,5.201,1,{},1973,EF,PR,TD,MD,MD,EF,FR,TD,TD,PD,FR,PR,TD,TD,PD,TD,EF,Male,4,150,SV,2,2,3,4,6,4.75,1,-0.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3CFJTT4SXTQIQ8GR4OWVBXDR0WZI7L,A2S8ZTPKX3B928,Approved,Thu Dec 15 06:58:58 PST 2016,Thu Dec 15 07:02:42 PST 2016,Sat Dec 17 07:02:42 PST 2016,Fri Dec 16 12:48:03 PST 2016,,,224,100% (5/5),100% (5/5),0% (0/0),1,1,1,4,1,1,7,7,1,1,1,1,1,1,1,1,1,7,TRUE,EXTR2;IDEN4;ENJO2R;IDEN2;QC1;ENJO3;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,6.051,2.048,0.771,10.112,3.096,4.216,1.832,12.355,0,2.984,3.169,1.959,1.952,2.25,0.872,4.409,1.559,7.152,1,{},1992,EF,MD,TD,MD,MD,EF,FR,FR,EF,FR,FR,FR,TD,TD,PR,TD,FR,Female,2,1400,IF|VV|IA|SV|CA,2,5,1,1.75,7,1,1,-10.5
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3CFVK00FWLL1C9AS6HOGXZ5NLMS6L0,A2RPU9JTXB12YD,Approved,Wed Dec 14 20:44:15 PST 2016,Wed Dec 14 20:51:47 PST 2016,Fri Dec 16 20:51:47 PST 2016,Fri Dec 16 12:48:07 PST 2016,,,452,100% (3/3),100% (3/3),0% (0/0),1,1,5,3,4,2,6,7,2,6,6,6,1,1,2,1,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,4.005,6.693,3.784,33.322,6.066,5.329,5.925,3.681,0,4.698,6.475,4.774,4.9,2.401,6.727,6,6.319,6.694,7,;11.59;0.108;11.313,1975,PR,PR,PR,EF,PD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Female,3,300,IA|CC|SV|CA,2,2,1,4,6.5,5,1.25,-1.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3CP1TO84PT1ZSJO6RSW6QXSEJRN52R,A3TJ3ORKWH4IYW,Approved,Wed Dec 14 20:32:05 PST 2016,Wed Dec 14 20:40:04 PST 2016,Fri Dec 16 20:40:04 PST 2016,Fri Dec 16 12:48:07 PST 2016,,,479,100% (1/1),100% (1/1),0% (0/0),2,1,7,3,4,7,7,7,2,7,4,7,1,1,1,2,1,7,TRUE,IDEN4;IDEN2;ENJO2R;ENJO2R;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;IDEN1;AMOT2;INTRO1;,5.474,4.586,2.984,3.73;1.592,24.367,13.991,2.155,1.599,0,4.423;4.08,32.986,4.568,4.665,2.952,7.018,7.92,4.666,10.935,7,;19.451;7.263;6.198,1991,PR,PR,PR,EF,PD,EF,MD,TD,EF,PD,PD,PR,PD,PD,PR,TD,EF,Female,4,500,VV|CC|SV,1,5,1.5,5.75,7,5,1.25,1.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3DBQWDE4Y6YVH5DZDBUQILVCUFP5NF,A1PETVX69935K8,Approved,Wed Dec 14 12:15:49 PST 2016,Wed Dec 14 12:24:26 PST 2016,Fri Dec 16 12:24:26 PST 2016,2016-12-16 20:24:39 UTC,,,517,100% (1/1),100% (1/1),0% (0/0),5,2,2,4,4,2,3,6,2,5,5,2,2,2,4,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;AMOT2;INTRO1;EXTR1;,6.002,7.472,3.236,33.702,3.796,5.67,274.931,2.23,0,5.084,4.466,6.38,2.721,4.574,4.721,4.87,3.668,7.559,1,{},1982,EF,MD,TD,MD,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Male,1,300,SV,2,3,3.5,3,4.5,3.5,2.5,-2
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3DHE4R9OCWBX8GDQ8OFXUUJ390W2G1,AJ86CAZX0QCE9,Approved,Wed Dec 14 20:17:44 PST 2016,Wed Dec 14 20:24:26 PST 2016,Fri Dec 16 20:24:26 PST 2016,Fri Dec 16 12:48:06 PST 2016,,,402,100% (1/1),100% (1/1),0% (0/0),1,2,6,1,6,5,7,7,5,5,5,5,5,3,2,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;INTRO3;IDEN3;ENJO4;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;AMOT2;INTRO1;,2.367,2.672;2.272,1.419,15.436,2.148,3.084,3.121,2.792,0,9.973,2.134,7.886,3.811,11.25,9.155,6.526,4.17,6.382,1,{},1977,PR,PR,TD,EF,PD,EF,MD,TD,EF,PD,PD,PR,PD,PD,PD,TD,EF,Female,1,90,IF|VV|IA|CC|SV|CA,2,3,1.5,6,7,5,3,0
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3DL65MZB8DFCMK91ZMEF647D83TCEM,A3UV9UAE6MP36J,Approved,Wed Dec 14 09:57:34 PST 2016,Wed Dec 14 10:09:00 PST 2016,Fri Dec 16 10:09:00 PST 2016,2016-12-16 18:09:39 UTC,,,686,100% (1/1),100% (1/1),0% (0/0),2,1,3,4,2,2,7,7,6,6,7,6,3,1,3,1,1,7,TRUE,ENJO2R;IDEN4;IDEN2;QC1;ENJO3;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;EXTR1;IDEN1;AMOT2;INTRO1;,5.784,5.743,2.36,247.615,4.84;1.208,4.104,3.76,2.4,0,3.544,7.943,5.936,5.505,4.232,5.255,3.68,12.112,6.832,1,{},1965,PR,MD,PR,MD,MD,EF,MD,TD,EF,FR,FR,PR,TD,TD,PR,MD,EF,Female,2,300,IA|CC|SV|CA,2,5,1.5,2.75,7,6.25,2,-4.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3DL65MZB8DFCMK91ZMEF647D84FECC,A2UWMGQWV1FBJ8,Approved,Wed Dec 14 10:59:32 PST 2016,Wed Dec 14 11:12:43 PST 2016,Fri Dec 16 11:12:43 PST 2016,2016-12-16 19:13:39 UTC,,,791,100% (1/1),100% (1/1),0% (0/0),1,1,4,1,3,1,5,5,1,5,2,2,1,1,1,1,1,1,TRUE,ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;INTRO4;AMOT1;IDEN1;AMOT2;INTRO1;EXTR1;IDEN2;EXTR2;EXTR1;QC2;INTRO2;ENJO1;ENJO1;ENJO1;ENJO3;IDEN4;IDEN3;,7.668,4.884,9.087;2.278;3.018,40.782,8.116;16.736,4.134,9.616;2.628,6.165;0.824,0,32.599,3.367;8.265,28.031,5.066,2.751,4.547,6.699,1.388,11.314,15,;3.723;3.592;2.868;3.328;5.404;2.62;6.202,1973,PR,PR,PR,EF,PD,EF,MD,TD,TD,PD,PD,PR,TD,TD,PR,TD,EF,Female,2,295-500,IF|IA|CC|SV,2,2,1,3.75,5,2.5,1,-1
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3DZQRBDBSLFPJ3I07ONJ2I7Y3HC3S3,A2NL38BFEE3BVY,Approved,Wed Dec 14 09:20:39 PST 2016,Wed Dec 14 09:24:24 PST 2016,Fri Dec 16 09:24:24 PST 2016,2016-12-16 17:24:39 UTC,,,225,100% (1/1),100% (1/1),0% (0/0),2,1,2,6,2,2,6,7,6,6,6,2,2,2,1,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;,0.744,2.872,5.441,25.569,2.075,2.848,2.839,1.805,0,19.489,1.103,3.175,2.128,3.152,2.553,2.944;1.031,2.448,3.24,3,;10.912,1965,PR,PR,PR,MD,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Male,1,200,IA|CC,1,4,1.5,2,6.5,5,1.75,-5.75
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3E4GGUZ1T8R2A299YF0CSMBWGHSK21,A21067N8V2SXXU,Approved,Wed Dec 14 21:12:47 PST 2016,Wed Dec 14 21:16:13 PST 2016,Fri Dec 16 21:16:13 PST 2016,Fri Dec 16 12:48:02 PST 2016,,,206,100% (1/1),100% (1/1),0% (0/0),3,1,2,3,1,2,7,7,5,1,6,4,2,1,1,1,1,1,TRUE,IDEN4;ENJO2R;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;INTRO1;IDEN2;,2.488,4.057,2.631,20.896,1.208,4.009,1.599,1.56,0,6.112,132.092,6.072,2.425,1.832,2.6,3.297,4.512,3.424,1,{},1990,PR,MD,TD,EF,MD,EF,MD,FR,TD,PD,PD,FR,PD,PD,PR,TD,EF,Female,2,800,IF|VV|SV|CA,1,2,2,2.5,7,4,1.25,-6.25
3FULMHZ7OUX4GKQ6X3RECU4DFEYM4R,3XLAOVIRVQDS1CH5SNP7PR7LGQRS96,Workload survey - qualification for next job,"Questions about you and workload in Crowdsourcing, qualification will be given for next job","survey, fun, me, research, work,",$0.15,Wed Dec 14 09:16:28 PST 2016,200,BatchId:2630576;,900,172800,Wed Dec 21 09:16:28 PST 2016,,,3EJJQNKU9R5SCWPM7KCGG23C0KBHR0,A2IG075A0I3O73,Approved,Wed Dec 14 09:21:22 PST 2016,Wed Dec 14 09:30:18 PST 2016,Fri Dec 16 09:30:18 PST 2016,2016-12-16 17:30:39 UTC,,,536,100% (1/1),100% (1/1),0% (0/0),2,1,4,5,4,4,7,7,5,7,7,5,1,1,4,2,1,7,TRUE,IDEN4;ENJO2R;IDEN2;QC1;ENJO3;EXTR2;ENJO4;INTRO3;IDEN3;INTRO4;ENJO1;AMOT1;INTRO2;QC2;IDEN1;EXTR1;AMOT2;AMOT2;INTRO1;,3.72,2.856;1.759,3.528,31.374,3.984,6.249,4.736,1.912,0,5.376,3.328,5.248,4.449,4.123,4.543,4.568,3.24,8.176,3,;7.785,1982,PR,PR,PR,EF,MD,EF,MD,TD,EF,PD,PD,PR,TD,TD,PR,MD,EF,Male,2,1000,IF|VV|IA|SV|CA,2,5,1.5,3.75,7,6,2,-2.5
